Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeName,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked
35,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Melissa Todd,226,Female,5,Sales Executive,Single,24960,4.0
31,No,Travel_Rarely,Sales,1,3,Marketing,Cheryl Everett,227,Female,2,Sales Executive,Divorced,64650,4.0
27,No,Travel_Rarely,Sales,22,4,Medical,Stephen White,228,Male,1,Sales Representative,Divorced,22060,0.0
37,No,Travel_Rarely,Sales,9,4,Marketing,Marcus Mckinney,229,Female,2,Laboratory Technician,Married,20860,4.0
20,No,Travel_Rarely,Research & Development,17,4,Medical,Kathryn Guzman,230,Female,1,Sales Representative,Single,22930,1.0
42,No,Travel_Rarely,Research & Development,28,4,Life Sciences,Tiffany Brooks,231,Female,2,Manufacturing Director,Married,26450,1.0
43,No,Travel_Rarely,Research & Development,10,5,Technical Degree,Nicole Smith,232,Female,2,Sales Executive,Divorced,26830,4.0
38,No,Travel_Rarely,Human Resources,2,4,Medical,Mary Russell,233,Male,1,Human Resources,Single,20140,3.0
43,No,Travel_Frequently,Sales,4,3,Medical,Tina Lawson,234,Female,2,Healthcare Representative,Divorced,34190,3.0
48,No,Travel_Rarely,Research & Development,8,1,Medical,John Hicks,235,Male,2,Laboratory Technician,Married,53760,7.0
44,No,Travel_Rarely,Sales,29,4,Marketing,Bobby Smith,236,Male,2,Sales Executive,Single,19510,4.0
34,No,Travel_Rarely,Research & Development,13,4,Life Sciences,Annette Williams,237,Female,1,Laboratory Technician,Divorced,23410,1.0
27,Yes,Travel_Rarely,Sales,27,3,Life Sciences,Annette Evans,238,Male,2,Research Scientist,Divorced,22930,0.0
21,No,Travel_Rarely,Sales,16,2,Life Sciences,Sabrina Perez,239,Male,3,Sales Executive,Single,87260,1.0
44,No,Travel_Rarely,Research & Development,2,2,Life Sciences,Michael Stark,240,Male,1,Laboratory Technician,Married,40110,4.0
22,No,Travel_Rarely,Research & Development,2,2,Medical,Norman Vaughan,241,Female,2,Laboratory Technician,Married,195450,0.0
33,No,Travel_Rarely,Sales,13,4,Marketing,Michelle Harris,242,Female,2,Manufacturing Director,Divorced,45680,0.0
32,No,Travel_Rarely,Research & Development,1,1,Life Sciences,Brittney Gonzalez,243,Female,1,Healthcare Representative,Married,30220,1.0
30,No,Travel_Frequently,Research & Development,4,5,Technical Degree,Joseph Pittman,244,Male,3,Manager,Divorced,57720,1.0
53,No,Travel_Rarely,Research & Development,24,3,Other,Douglas Webb,245,Female,3,Manager,Single,22690,7.0
34,No,Travel_Rarely,Research & Development,1,5,Medical,Danielle Ayala,246,Male,1,Research Scientist,Married,53810,1.0
45,Yes,Travel_Frequently,Research & Development,19,4,Life Sciences,Courtney Kennedy,247,Male,3,Research Director,Married,34410,2.0
26,No,Travel_Rarely,Research & Development,7,2,Life Sciences,Debra Garcia,248,Male,1,Manufacturing Director,Married,54540,1.0
37,No,Travel_Rarely,Research & Development,4,3,Medical,Hailey Gonzalez,249,Male,1,Manager,Married,98840,1.0
29,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Dakota Mendoza,250,Female,1,Healthcare Representative,Married,41570,1.0
35,No,Travel_Rarely,Research & Development,10,5,Medical,Gregory Douglas,251,Female,4,Laboratory Technician,Single,134580,1.0
33,No,Travel_Frequently,Research & Development,8,3,Technical Degree,Katie Bruce,252,Male,2,Laboratory Technician,Divorced,90690,3.0
54,No,Travel_Rarely,Research & Development,5,2,Life Sciences,Richard Pearson,253,Female,2,Sales Executive,Married,40140,2.0
36,No,Travel_Rarely,Research & Development,8,3,Life Sciences,Aaron Wilson,254,Male,2,Research Scientist,Divorced,59150,2.0
27,No,Travel_Rarely,Sales,9,3,Marketing,Charles Beck,255,Male,5,Research Director,Single,59930,0.0
20,Yes,Travel_Rarely,Research & Development,1,3,Life Sciences,Mr. Samuel Smith MD,256,Male,5,Sales Representative,Single,61620,1.0
33,Yes,Travel_Frequently,Research & Development,15,4,Medical,David Norton,257,Female,1,Laboratory Technician,Single,24060,1.0
35,No,Non-Travel,Research & Development,2,1,Medical,Adam Carson,258,Male,1,Research Scientist,Married,187400,1.0
23,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Colleen Nunez,259,Male,1,Healthcare Representative,Married,76370,2.0
25,No,Travel_Rarely,Research & Development,11,3,Medical,Denise Moss,260,Male,2,Manufacturing Director,Married,100960,0.0
38,No,Travel_Rarely,Research & Development,16,3,Life Sciences,Kendra Smith,261,Male,5,Research Scientist,Single,147560,0.0
29,No,Travel_Frequently,Sales,2,4,Life Sciences,Casey Martin,262,Male,4,Healthcare Representative,Divorced,64990,1.0
48,No,Travel_Rarely,Research & Development,16,3,Technical Degree,Monique Holder,263,Male,1,Sales Executive,Married,97240,3.0
27,No,Travel_Frequently,Sales,4,3,Technical Degree,Philip Mayer,264,Male,5,Laboratory Technician,Divorced,21940,1.0
37,No,Travel_Rarely,Research & Development,16,3,Life Sciences,Elizabeth Collins,265,Male,3,Manager,Single,33880,3.0
50,No,Travel_Rarely,Sales,5,3,Medical,Jason Shepherd,266,Male,1,Laboratory Technician,Married,54730,1.0
34,No,Travel_Rarely,Research & Development,18,1,Medical,Jasmine Vazquez MD,267,Male,1,Healthcare Representative,Single,27030,1.0
24,Yes,Travel_Rarely,Research & Development,17,2,Life Sciences,Michael James,268,Female,1,Healthcare Representative,Single,25010,9.0
39,No,Travel_Rarely,Research & Development,12,5,Medical,Joyce Browning,269,Female,1,Sales Representative,Single,62200,1.0
32,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Casey Smith,270,Male,5,Research Scientist,Single,30380,1.0
50,Yes,Travel_Frequently,Research & Development,4,2,Medical,Cynthia Austin,271,Male,4,Sales Representative,Married,44240,3.0
38,No,Travel_Rarely,Research & Development,9,4,Life Sciences,Amber Robinson,272,Male,1,Sales Executive,Single,43120,0.0
27,No,Travel_Rarely,Research & Development,10,3,Medical,Jacqueline Henderson,273,Male,5,Research Scientist,Married,132450,1.0
32,No,Travel_Rarely,Sales,1,3,Medical,Paul Jarvis,274,Male,2,Sales Executive,Single,136640,3.0
47,No,Travel_Rarely,Research & Development,2,3,Medical,Anita Martinez,275,Female,5,Sales Executive,Single,50210,2.0
40,No,Travel_Frequently,Research & Development,3,4,Medical,Rose Smith,276,Female,3,Human Resources,Married,51260,5.0
53,No,Travel_Rarely,Research & Development,7,1,Life Sciences,Dalton Brown,277,Male,2,Laboratory Technician,Married,28590,3.0
41,No,Travel_Rarely,Sales,6,3,Medical,Curtis Snyder,278,Male,1,Sales Executive,Divorced,102390,3.0
60,No,Travel_Rarely,Research & Development,8,2,Life Sciences,Austin Tate,279,Female,5,Laboratory Technician,Single,53290,8.0
27,No,Travel_Frequently,Research & Development,29,1,Life Sciences,James Hall,280,Male,2,Manufacturing Director,Divorced,43250,1.0
41,No,Travel_Rarely,Research & Development,3,3,Medical,Margaret Ferrell,281,Male,1,Manufacturing Director,Married,72600,1.0
50,No,Travel_Rarely,Sales,9,3,Life Sciences,Katherine Jordan MD,282,Male,2,Research Scientist,Married,23220,7.0
28,Yes,Travel_Rarely,Sales,2,4,Life Sciences,Elizabeth Coleman,283,Male,3,Research Scientist,Single,20750,7.0
36,No,Non-Travel,Research & Development,10,4,Technical Degree,Angela Figueroa,284,Female,2,Research Scientist,Married,41520,9.0
38,No,Travel_Rarely,Research & Development,1,3,Medical,Ian Jefferson,285,Female,3,Manager,Single,96190,4.0
44,No,Non-Travel,Research & Development,8,2,Life Sciences,Christopher Francis,286,Male,1,Research Scientist,Single,135030,2.0
47,No,Travel_Frequently,Research & Development,27,3,Life Sciences,Jason Mendez,287,Male,1,Research Scientist,Divorced,54410,9.0
30,No,Travel_Rarely,Research & Development,8,3,Life Sciences,Linda Obrien,288,Male,2,Sales Executive,Divorced,52090,7.0
29,No,Travel_Rarely,Research & Development,1,2,Medical,Heidi Diaz,289,Female,1,Sales Executive,Single,106730,1.0
42,Yes,Travel_Frequently,Research & Development,10,1,Life Sciences,James Johnson,290,Female,1,Sales Executive,Divorced,50100,6.0
43,No,Travel_Frequently,Research & Development,26,1,Life Sciences,Sara Ross,291,Male,1,Laboratory Technician,Married,135490,3.0
34,No,Travel_Rarely,Research & Development,2,5,Technical Degree,Donald Osborne,292,Male,2,Healthcare Representative,Single,49990,3.0
23,No,Travel_Rarely,Sales,13,3,Marketing,Brittany Guerrero,293,Male,5,Sales Executive,Married,42210,1.0
39,No,Travel_Rarely,Sales,2,4,Marketing,Jennifer French,294,Female,4,Healthcare Representative,Married,138720,9.0
56,No,Travel_Rarely,Research & Development,2,4,Medical,Michael Alexander,295,Male,1,Manager,Married,20420,7.0
40,No,Travel_Rarely,Sales,9,3,Marketing,Erica Adams,296,Male,2,Research Scientist,Single,20730,0.0
27,No,Travel_Rarely,Research & Development,10,3,Life Sciences,Thomas Stephens,297,Female,1,Laboratory Technician,Single,29560,8.0
29,No,Travel_Rarely,Sales,20,3,Marketing,Donna Hunt,298,Female,2,Manager,Divorced,29260,1.0
53,No,Travel_Rarely,Research & Development,9,3,Life Sciences,Sharon Hansen,299,Female,3,Laboratory Technician,Single,48090,2.0
35,No,Non-Travel,Research & Development,5,1,Medical,Morgan Anderson,300,Male,1,Healthcare Representative,Divorced,51630,2.0
32,No,Travel_Frequently,Sales,4,4,Life Sciences,Michael Collins,301,Male,2,Sales Executive,Married,188440,1.0
38,No,Travel_Rarely,Sales,10,3,Medical,Joshua Ross,302,Male,4,Laboratory Technician,Married,181720,6.0
34,No,Travel_Rarely,Research & Development,20,3,Medical,Amy Gill,303,Female,3,Laboratory Technician,Divorced,57440,3.0
52,No,Travel_Rarely,Sales,21,5,Technical Degree,Danny Villegas,304,Male,3,Manager,Married,28890,1.0
33,Yes,Travel_Rarely,Research & Development,1,2,Medical,Bruce Forbes,305,Male,3,Laboratory Technician,Single,28710,1.0
25,No,Travel_Rarely,Research & Development,8,3,Life Sciences,Jasmine Graham,306,Male,2,Research Scientist,Single,74840,1.0
45,No,Travel_Rarely,Sales,2,3,Life Sciences,Christina Martinez,307,Male,3,Healthcare Representative,Single,60740,0.0
23,No,Travel_Rarely,Research & Development,23,1,Life Sciences,Anna Steele,308,Female,2,Research Scientist,Single,173280,1.0
47,Yes,Travel_Frequently,Research & Development,4,3,Life Sciences,Stephanie Stanley,309,Male,1,Research Director,Single,27740,4.0
34,No,Travel_Rarely,Research & Development,12,3,Technical Degree,Tina Wilson,310,Male,1,Research Scientist,Single,45050,1.0
55,Yes,Travel_Rarely,Human Resources,7,3,Human Resources,Adam Lee,311,Male,4,Laboratory Technician,Married,74280,5.0
36,No,Non-Travel,Research & Development,7,2,Life Sciences,Mary Burch,312,Male,5,Sales Executive,Single,116310,1.0
52,No,Non-Travel,Research & Development,1,4,Life Sciences,Kimberly Morgan,313,Male,5,Sales Executive,Married,97380,0.0
26,No,Travel_Frequently,Research & Development,2,2,Life Sciences,Eddie Bryant,314,Male,1,Manufacturing Director,Divorced,28350,3.0
29,No,Travel_Rarely,Research & Development,10,2,Medical,Hannah Martin,315,Male,3,Manufacturing Director,Married,169590,4.0
26,Yes,Travel_Rarely,Research & Development,15,2,Life Sciences,Dr. Tammy Mercer DVM,316,Male,2,Laboratory Technician,Single,26130,6.0
34,No,Travel_Rarely,Research & Development,14,4,Technical Degree,Allen Murphy,317,Male,2,Manufacturing Director,Single,61460,2.0
54,No,Travel_Rarely,Research & Development,18,4,Medical,Lee Jackson,318,Female,2,Laboratory Technician,Divorced,49630,9.0
27,No,Travel_Frequently,Research & Development,13,2,Life Sciences,Christopher Nguyen,319,Female,4,Research Scientist,Married,195370,0.0
37,No,Travel_Rarely,Sales,2,4,Technical Degree,Sara Adams,320,Male,2,Manufacturing Director,Divorced,61720,0.0
38,No,Travel_Frequently,Sales,2,4,Life Sciences,Steven Wilson,321,Female,2,Research Scientist,Single,23680,6.0
34,No,Travel_Rarely,Sales,2,3,Marketing,Phillip Jacobson,322,Male,1,Sales Representative,Single,103120,1.0
35,No,Travel_Rarely,Research & Development,5,4,Medical,Michael Carpenter,323,Male,3,Manager,Married,16750,1.0
30,No,Travel_Rarely,Research & Development,20,3,Medical,Kelly Reynolds,324,Male,1,Laboratory Technician,Married,25230,3.0
40,No,Travel_Frequently,Research & Development,10,4,Medical,Benjamin Villanueva,325,Male,2,Manufacturing Director,Married,65670,1.0
34,No,Travel_Rarely,Research & Development,10,3,Life Sciences,Matthew Sexton,326,Male,3,Healthcare Representative,Married,47390,5.0
42,No,Travel_Frequently,Research & Development,9,4,Medical,Hailey Aguilar,327,Male,1,Manufacturing Director,Divorced,92080,1.0
23,Yes,Travel_Rarely,Sales,2,3,Medical,Sandra Thomas,328,Female,4,Manufacturing Director,Married,45590,1.0
24,No,Non-Travel,Sales,1,5,Marketing,Dr. Nicole Young MD,329,Female,1,Manufacturing Director,Divorced,81890,1.0
52,No,Travel_Rarely,Research & Development,29,3,Life Sciences,Dawn Love,330,Male,2,Manufacturing Director,Married,29420,8.0
50,No,Travel_Rarely,Research & Development,8,4,Life Sciences,Bruce Schmidt,331,Male,2,Sales Executive,Married,49410,5.0
29,Yes,Travel_Rarely,Sales,2,4,Marketing,Erin Thomas,332,Female,4,Research Scientist,Married,106500,1.0
33,No,Travel_Rarely,Research & Development,3,4,Life Sciences,Karen Neal,333,Male,4,Manufacturing Director,Married,59020,0.0
33,Yes,Travel_Rarely,Research & Development,23,5,Life Sciences,Cody Taylor,334,Male,1,Human Resources,Single,86390,5.0
47,No,Travel_Rarely,Research & Development,6,4,Other,Melinda Yates,335,Male,2,Manager,Married,63470,1.0
36,No,Travel_Rarely,Sales,6,3,Medical,Joseph Campbell,336,Female,2,Sales Executive,Married,42000,0.0
29,No,Travel_Rarely,Research & Development,10,3,Other,Jeff Oneill,337,Male,1,Research Scientist,Married,34520,1.0
58,Yes,Travel_Rarely,Research & Development,24,3,Other,Vincent Willis,338,Female,2,Research Scientist,Single,43170,7.0
35,No,Travel_Rarely,Sales,10,4,Marketing,Alyssa Johnson,339,Female,1,Research Scientist,Single,26320,3.0
42,No,Travel_Rarely,Sales,15,1,Marketing,Kevin Glenn,340,Male,2,Laboratory Technician,Married,46680,9.0
28,Yes,Travel_Rarely,Research & Development,19,4,Medical,Zachary Johnson,341,Female,2,Sales Executive,Single,32040,6.0
36,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Caitlin Farley,342,Male,2,Healthcare Representative,Married,27200,4.0
32,No,Travel_Rarely,Research & Development,3,1,Medical,Christina Campbell,343,Male,2,Manufacturing Director,Married,171810,1.0
40,No,Travel_Frequently,Sales,9,3,Marketing,Nicholas Jones,344,Male,3,Manufacturing Director,Single,22380,
30,No,Travel_Rarely,Research & Development,7,3,Technical Degree,Maxwell Morgan,345,Male,2,Research Director,Single,14830,5.0
45,No,Travel_Rarely,Research & Development,10,4,Life Sciences,Christopher Patterson,346,Male,1,Research Director,Single,56050,1.0
42,No,Travel_Rarely,Research & Development,20,2,Medical,Derrick Carter,347,Male,2,Sales Representative,Married,72950,1.0
38,No,Travel_Frequently,Sales,4,3,Medical,Sheri Clayton,348,Male,2,Research Scientist,Divorced,23060,2.0
34,No,Travel_Frequently,Research & Development,7,4,Life Sciences,Ryan Fox,349,Male,3,Laboratory Technician,Single,23480,1.0
49,Yes,Travel_Rarely,Sales,7,2,Life Sciences,Richard Smith,350,Female,2,Healthcare Representative,Married,89980,1.0
55,Yes,Travel_Rarely,Human Resources,16,3,Technical Degree,Anna Smith,351,Male,4,Manufacturing Director,Single,43190,4.0
43,No,Travel_Rarely,Research & Development,25,2,Medical,Mark Simpson,352,Male,2,Healthcare Representative,Married,61320,6.0
27,No,Travel_Rarely,Sales,2,4,Medical,Charlene Shannon,353,Male,2,Manager,Divorced,33460,1.0
35,No,Travel_Rarely,Research & Development,1,3,Medical,Amanda Eaton,354,Male,1,Research Director,Single,108550,3.0
28,No,Travel_Rarely,Sales,1,2,Technical Degree,Michael Morgan,355,Female,1,Sales Executive,Married,22310,1.0
34,No,Travel_Rarely,Sales,2,5,Life Sciences,Glen Vaughan,356,Male,4,Research Scientist,Married,23230,0.0
26,Yes,Travel_Frequently,Research & Development,22,4,Other,Jessica Knight,357,Female,1,Sales Executive,Married,20240,1.0
27,No,Non-Travel,Sales,1,3,Technical Degree,Keith Harris,358,Female,1,Sales Executive,Married,27130,1.0
51,No,Travel_Rarely,Sales,16,3,Medical,Douglas Lopez,359,Male,3,Research Scientist,Married,94390,2.0
44,No,Travel_Rarely,Sales,24,5,Medical,Allison Martin,360,Female,1,Sales Executive,Single,25660,9.0
25,No,Travel_Rarely,Research & Development,17,3,Medical,Jillian Jenkins,361,Male,1,Laboratory Technician,Single,199260,7.0
33,No,Travel_Rarely,Research & Development,8,4,Life Sciences,Alex Perkins,362,Male,3,Laboratory Technician,Divorced,24510,1.0
35,No,Travel_Rarely,Sales,6,4,Medical,James Martinez,363,Female,2,Manager,Single,94190,1.0
36,No,Travel_Rarely,Sales,10,4,Marketing,Jon Williams,364,Male,3,Manager,Married,86860,1.0
32,No,Travel_Rarely,Research & Development,3,4,Medical,Christine Perez,365,Female,4,Sales Executive,Divorced,30380,2.0
30,No,Travel_Frequently,Research & Development,4,5,Medical,Collin Wilson,366,Male,5,Sales Representative,Divorced,30580,9.0
53,No,Travel_Rarely,Sales,6,3,Marketing,Eric Thompson,367,Male,4,Sales Executive,Married,23250,7.0
45,No,Travel_Rarely,Research & Development,1,5,Technical Degree,Ricky Smith,368,Male,2,Healthcare Representative,Divorced,20880,4.0
32,No,Travel_Rarely,Sales,10,3,Marketing,Kevin Bray,369,Female,1,Human Resources,Married,30720,5.0
52,No,Travel_Frequently,Research & Development,1,1,Life Sciences,Mariah Williams,370,Male,2,Laboratory Technician,Married,50060,3.0
37,No,Travel_Rarely,Sales,24,2,Life Sciences,Samantha Reed,371,Female,4,Laboratory Technician,Divorced,42570,4.0
28,No,Travel_Rarely,Research & Development,21,4,Life Sciences,Joseph Wilson,372,Female,1,Healthcare Representative,Divorced,25000,1.0
22,No,Travel_Rarely,Research & Development,2,2,Life Sciences,Yvonne Hernandez,373,Male,1,Sales Representative,Married,11020,6.0
44,No,Travel_Rarely,Research & Development,22,3,Medical,April Brown,374,Female,1,Laboratory Technician,Married,104530,2.0
42,No,Travel_Frequently,Sales,13,4,Life Sciences,Patricia Rice,375,Female,2,Laboratory Technician,Single,22880,5.0
36,No,Travel_Rarely,Research & Development,14,3,Other,Gina Oliver,376,Male,2,Research Scientist,Married,39290,0.0
25,No,Travel_Rarely,Sales,11,3,Life Sciences,Charles Jackson,377,Female,1,Laboratory Technician,Married,23110,1.0
35,No,Travel_Rarely,Research & Development,9,2,Life Sciences,Sheila Jones,378,Female,1,Healthcare Representative,Married,31400,1.0
35,Yes,Travel_Frequently,Sales,8,2,Marketing,Matthew Olson,379,Female,1,Laboratory Technician,Divorced,36900,1.0
32,No,Non-Travel,Research & Development,21,3,Life Sciences,Dr. Jordan Lozano DDS,380,Male,1,Sales Executive,Divorced,44500,0.0
25,No,Travel_Rarely,Sales,5,3,Marketing,Jeffrey Gregory,381,Female,4,Research Scientist,Married,27560,1.0
49,No,Travel_Rarely,Sales,9,3,Technical Degree,Adam Sparks,382,Female,2,Sales Representative,Married,190330,2.0
24,No,Non-Travel,Research & Development,2,5,Technical Degree,John Davis,383,Male,2,Healthcare Representative,Married,187220,0.0
32,No,Travel_Frequently,Research & Development,12,5,Medical,Mitchell Huff,384,Male,1,Research Scientist,Married,95470,1.0
38,No,Travel_Rarely,Sales,22,2,Medical,Hannah Rogers,385,Male,1,Sales Executive,Married,137340,0.0
42,No,Travel_Rarely,Research & Development,18,1,Technical Degree,Samantha Garcia,386,Female,2,Research Scientist,Married,199990,2.0
31,No,Travel_Rarely,Research & Development,16,3,Life Sciences,Joseph Gardner,387,Female,3,Sales Executive,Married,22790,3.0
29,Yes,Travel_Rarely,Sales,3,3,Marketing,Dale Rivera,388,Male,3,Laboratory Technician,Divorced,59160,6.0
53,No,Travel_Rarely,Research & Development,9,3,Life Sciences,Stephen Taylor,389,Male,1,Sales Representative,Married,20890,5.0
35,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Lee Schneider,390,Male,3,Healthcare Representative,Married,167920,3.0
37,No,Travel_Frequently,Research & Development,13,4,Life Sciences,Gary Coleman,391,Female,3,Human Resources,Married,35640,5.0
53,No,Travel_Rarely,Research & Development,1,1,Medical,Diana Smith,392,Male,1,Sales Executive,Single,44250,6.0
43,No,Travel_Frequently,Research & Development,1,3,Medical,Patricia Cook,393,Male,1,Laboratory Technician,Married,52650,4.0
47,No,Travel_Rarely,Sales,15,4,Marketing,Eric Stewart,394,Female,3,Research Director,Married,65530,0.0
37,No,Non-Travel,Research & Development,1,5,Medical,Amanda Reed,395,Female,2,Research Scientist,Single,62610,1.0
50,No,Non-Travel,Research & Development,17,3,Medical,Eugene Jackson,396,Female,1,Laboratory Technician,Divorced,42980,1.0
39,No,Travel_Rarely,Research & Development,1,3,Other,Breanna Soto DVM,397,Female,3,Human Resources,Married,68040,8.0
33,No,Travel_Rarely,Sales,7,3,Life Sciences,Emma May,398,Male,2,Manufacturing Director,Divorced,38150,3.0
32,Yes,Travel_Rarely,Research & Development,9,1,Medical,Valerie Jimenez,399,Female,1,Laboratory Technician,Single,27410,1.0
29,No,Travel_Rarely,Research & Development,5,4,Life Sciences,Brian Cooley,400,Female,4,Healthcare Representative,Divorced,66730,6.0
44,No,Travel_Rarely,Research & Development,26,2,Life Sciences,Lisa Williams,401,Male,2,Manufacturing Director,Married,76390,1.0
28,No,Travel_Rarely,Sales,24,5,Life Sciences,Anna Matthews,402,Female,1,Research Scientist,Single,23280,1.0
58,Yes,Travel_Frequently,Sales,9,2,Technical Degree,Jeremiah Baker,403,Male,1,Sales Executive,Divorced,21530,9.0
43,No,Travel_Rarely,Sales,7,4,Marketing,James Oneill,404,Male,2,Sales Executive,Divorced,48760,4.0
20,Yes,Travel_Rarely,Research & Development,11,3,Medical,Heather Vasquez,405,Male,2,Sales Executive,Single,93960,1.0
21,Yes,Travel_Rarely,Research & Development,1,3,Medical,Anna Hayes,406,Male,2,Sales Executive,Single,104000,1.0
36,No,Travel_Rarely,Research & Development,26,4,Medical,Sandra Combs,407,Male,1,Laboratory Technician,Married,84740,0.0
47,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Amy Williams,408,Male,2,Manufacturing Director,Single,99810,1.0
22,Yes,Travel_Rarely,Research & Development,15,4,Life Sciences,Joseph Thompson,409,Female,1,Laboratory Technician,Married,124900,0.0
41,Yes,Travel_Rarely,Research & Development,23,3,Life Sciences,Danny Tran,410,Female,2,Sales Executive,Divorced,26570,4.0
28,No,Travel_Rarely,Research & Development,10,3,Life Sciences,Thomas Moore,411,Female,3,Manager,Divorced,135910,5.0
39,Yes,Travel_Rarely,Research & Development,10,4,Life Sciences,Christopher Massey,412,Female,4,Human Resources,Married,66960,7.0
27,No,Travel_Rarely,Research & Development,1,3,Medical,Blake Paul,413,Male,1,Research Scientist,Single,20580,1.0
34,No,Travel_Rarely,Research & Development,12,2,Technical Degree,Kathryn Roberts,414,Male,2,Human Resources,Divorced,88650,1.0
42,No,Travel_Rarely,Sales,11,1,Technical Degree,Maria Pratt,415,Male,2,Human Resources,Single,59400,7.0
33,No,Travel_Rarely,Sales,2,3,Marketing,Valerie Berry,416,Female,1,Sales Executive,Single,59140,3.0
58,No,Travel_Rarely,Research & Development,2,4,Life Sciences,Kenneth Roy,417,Male,1,Research Scientist,Divorced,26220,2.0
31,No,Travel_Rarely,Sales,1,3,Life Sciences,Pamela Bowman,418,Female,1,Sales Representative,Married,121850,3.0
35,No,Travel_Rarely,Research & Development,2,1,Life Sciences,Cassandra Moore,419,Male,3,Healthcare Representative,Married,106090,1.0
49,No,Travel_Rarely,Research & Development,25,2,Life Sciences,Aaron Singh,420,Female,2,Sales Executive,Married,43450,4.0
48,No,Travel_Rarely,Research & Development,1,4,Medical,Kevin Landry,421,Male,1,Research Scientist,Married,21770,4.0
31,No,Non-Travel,Research & Development,1,2,Technical Degree,Austin Ray,422,Female,2,Sales Executive,Married,27930,1.0
36,No,Travel_Rarely,Human Resources,2,4,Technical Degree,Grant Tran,423,Male,1,Sales Executive,Single,79180,2.0
38,No,Travel_Rarely,Sales,6,3,Other,Ernest Singh,424,Male,2,Sales Executive,Married,87890,1.0
32,No,Non-Travel,Sales,18,3,Marketing,Kaylee Norris,425,Male,1,Laboratory Technician,Married,23890,6.0
25,Yes,Travel_Rarely,Research & Development,1,2,Life Sciences,Jenny Osborn,426,Male,1,Sales Executive,Married,32120,1.0
40,No,Travel_Rarely,Research & Development,1,4,Medical,Ashley Wong,427,Male,2,Research Scientist,Divorced,192320,2.0
26,No,Travel_Frequently,Sales,11,3,Marketing,Jesse Brady,428,Male,2,Healthcare Representative,Single,22670,1.0
41,No,Travel_Rarely,Research & Development,1,4,Medical,Joseph Daniels,429,Male,1,Research Scientist,Single,195170,2.0
36,No,Travel_Rarely,Research & Development,9,3,Life Sciences,Maureen Frazier,430,Female,2,Healthcare Representative,Single,24360,4.0
19,Yes,Travel_Rarely,Research & Development,15,3,Life Sciences,Samuel Kennedy,431,Male,2,Research Scientist,Single,160640,1.0
20,Yes,Travel_Rarely,Research & Development,29,3,Life Sciences,Johnny Pierce,432,Female,3,Laboratory Technician,Single,27070,1.0
31,No,Travel_Rarely,Research & Development,1,4,Life Sciences,Jodi King,433,Male,4,Research Director,Married,190680,0.0
40,No,Travel_Frequently,Sales,1,3,Marketing,Joshua Martin,434,Male,1,Research Scientist,Divorced,39310,8.0
32,No,Travel_Rarely,Research & Development,24,3,Life Sciences,Gregory Moss,435,Male,4,Laboratory Technician,Married,37300,1.0
36,Yes,Travel_Rarely,Research & Development,10,3,Medical,Ronald Cantu,436,Male,3,Sales Executive,Married,22320,1.0
33,No,Travel_Rarely,Research & Development,1,4,Medical,Teresa Taylor,437,Female,4,Manufacturing Director,Single,44650,0.0
37,Yes,Travel_Rarely,Sales,10,4,Marketing,Mrs. Kayla Rasmussen,438,Female,3,Human Resources,Married,30720,5.0
45,No,Non-Travel,Research & Development,8,1,Life Sciences,Tara Garcia,439,Male,2,Sales Executive,Married,33190,1.0
29,No,Travel_Frequently,Research & Development,29,1,Life Sciences,Andrea Schmidt,440,Male,1,Sales Representative,Married,192020,1.0
35,No,Travel_Rarely,Human Resources,1,3,Human Resources,Adrian Fuller,441,Male,3,Laboratory Technician,Married,136750,1.0
52,No,Travel_Rarely,Research & Development,5,4,Other,Brent Fields,442,Male,1,Laboratory Technician,Married,29110,2.0
58,Yes,Travel_Rarely,Sales,9,2,Medical,Kari Mcbride,443,Female,4,Sales Executive,Single,59570,4.0
53,No,Travel_Rarely,Research & Development,9,3,Technical Degree,Jessica Bowman,444,Male,1,Manager,Divorced,39200,6.0
30,No,Travel_Rarely,Sales,3,4,Marketing,Heidi Lane,445,Male,1,Sales Executive,Divorced,64340,5.0
38,No,Non-Travel,Sales,4,3,Life Sciences,Michelle Ewing DVM,446,Male,2,Research Director,Single,100480,1.0
35,No,Travel_Rarely,Sales,1,2,Life Sciences,Michael Anthony,447,Female,2,Healthcare Representative,Divorced,109380,6.0
39,No,Travel_Rarely,Sales,1,1,Marketing,Scott Solis,448,Male,2,Research Scientist,Single,23400,0.0
40,Yes,Non-Travel,Research & Development,2,4,Life Sciences,Pamela Mendez,449,Male,1,Human Resources,Single,65450,4.0
47,No,Travel_Frequently,Research & Development,7,4,Life Sciences,Paige Scott,450,Male,3,Sales Executive,Divorced,69310,1.0
